brand,model,size,storage,color,rating,reviews_count,delivery_time,price,webpage,source,camera_MP,date
apple,iphone 14 plus,6.7,128 GB,midnight,4.8,5,2.0,729.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151040.html,mediamarkt,12.0,2024-04-15
apple,iphone 13,6.1,256 GB,blue,5.0,11,,642.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091358.html,mediamarkt,12.0,2024-04-15
apple,iphone 13,6.1,256 GB,midnight,4.9,14,2.0,649.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091349.html,mediamarkt,12.0,2024-04-15
xiaomi,redmi note 13 pro 4g,6.67,256 GB,midnight black,3.0,2,,296.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220894.html,mediamarkt,200.0,2024-04-15
samsung,galaxy s23+,6.6,256 GB,green,4.6,154,2.0,699.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167371.html,mediamarkt,50.0,2024-04-15
xiaomi,redmi 12,6.79,128 GB,midnight black,4.0,22,2.0,139.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203274.html,mediamarkt,50.0,2024-04-15
apple,iphone 15 pro,6.1,1 TB,black titanium,5.0,1,,1459.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203418.html,mediamarkt,48.0,2024-04-15
apple,iphone 15 plus,6.7,128 GB,blue,5.0,6,,849.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203391.html,mediamarkt,48.0,2024-04-15
apple,iphone 15 plus,6.7,256 GB,pink,5.0,2,,912.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203394.html,mediamarkt,48.0,2024-04-15
apple,iphone 15 plus,6.7,256 GB,yellow,0.0,0,4.0,949.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203395.html,mediamarkt,48.0,2024-04-15
samsung,galaxy s23,6.1,256 GB,lavender,4.4,273,6.0,699.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167363.html,mediamarkt,50.0,2024-04-15
samsung,galaxy s24+,6.7,512 GB,onyx black,4.5,211,6.0,1149.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220715.html,mediamarkt,50.0,2024-04-15
samsung,galaxy s24 ultra,6.8,256 GB,titanium grey,4.7,881,2.0,1179.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220738.html,mediamarkt,200.0,2024-04-15
samsung,galaxy a35 5g,6.6,256 GB,awesome lemon,5.0,1,10.0,419.95,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242305.html,mediamarkt,50.0,2024-04-15
samsung,galaxy a35 5g,6.6,256 GB,awesome lilac,0.0,0,10.0,389.95,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242333.html,mediamarkt,50.0,2024-04-15
fairphone,5 5g,6.46,256 GB,transparent edition,4.8,4,2.0,606.0,https://www.mediamarkt.ch/de/product/_fairphone-5-5g-2195008.html,mediamarkt,50.0,2024-04-15
emporia,touchsmart.2,3.25,8 GB,black,2.5,8,2.0,115.95,https://www.mediamarkt.ch/de/product/_emporia-touchsmart-2-2110132.html,mediamarkt,8.0,2024-04-15
apple,iphone 14 plus,6.7,256 GB,purple,5.0,2,,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151047.html,mediamarkt,12.0,2024-04-15
xiaomi,13t,6.67,256 GB,black,4.5,8,7.0,551.0,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203283.html,mediamarkt,50.0,2024-04-15
apple,iphone 14 plus,6.7,512 GB,midnight,3.7,3,,1026.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151050.html,mediamarkt,12.0,2024-04-15
ruggear,rg360,3,8 GB,black,0.0,0,7.0,121.95,https://www.mediamarkt.ch/de/product/_ruggear-rg360-2053578.html,mediamarkt,2.0,2024-04-15
